year_month,date,product,region,customer_segment,customer_id,revenue,cogs,opex,gross_profit,operating_income,n_customers,active_subscriptions,churned_count,new_subscriptions,subscription_status,revenue_type
2023-04,2023-04-01,Analytics,AMER,Startup,Analytics_AMER_Startup_3,462857.02,168025.2,138324.38,294831.82,156507.44,54,50,3,8,active,subscription
2023-04,2023-04-01,Analytics,AMER,SMB,Analytics_AMER_SMB_3,486986.35,164519.36,101702.08,322466.99,220764.91,419,335,38,85,active,one_time
2023-04,2023-04-01,Analytics,AMER,Mid-Market,Analytics_AMER_Mid-Market_3,130717.88,39925.79,26385.81,90792.09,64406.28,255,182,15,55,new,subscription
2023-04,2023-04-01,Analytics,AMER,Enterprise,Analytics_AMER_Enterprise_3,501163.98,172695.43,135744.45,328468.56,192724.1,265,250,22,66,active,subscription
2023-04,2023-04-01,Analytics,EMEA,Startup,Analytics_EMEA_Startup_3,364214.58,120186.23,74095.93,244028.35,169932.42,322,291,30,83,active,one_time
2023-04,2023-04-01,Analytics,EMEA,SMB,Analytics_EMEA_SMB_3,274233.72,98842.18,72123.98,175391.54,103267.56,483,356,54,51,active,subscription
2023-04,2023-04-01,Analytics,EMEA,Mid-Market,Analytics_EMEA_Mid-Market_3,294580.84,98545.08,64005.25,196035.76,132030.5,39,32,2,11,churned,one_time
2023-04,2023-04-01,Analytics,EMEA,Enterprise,Analytics_EMEA_Enterprise_3,272043.86,102352.73,58322.83,169691.13,111368.3,224,209,25,41,active,subscription
2023-04,2023-04-01,Analytics,APAC,Startup,Analytics_APAC_Startup_3,452625.76,169572.61,97111.64,283053.15,185941.51,238,210,17,62,active,subscription
2023-04,2023-04-01,Analytics,APAC,SMB,Analytics_APAC_SMB_3,182715.22,66289.64,51707.3,116425.58,64718.28,291,247,36,30,active,subscription
2023-04,2023-04-01,Analytics,APAC,Mid-Market,Analytics_APAC_Mid-Market_3,426676.07,130380.6,124236.46,296295.47,172059.01,214,203,20,42,active,one_time
2023-04,2023-04-01,Analytics,APAC,Enterprise,Analytics_APAC_Enterprise_3,479034.55,165321.06,130235.09,313713.5,183478.41,420,369,46,48,active,subscription
2023-04,2023-04-01,Analytics,LATAM,Startup,Analytics_LATAM_Startup_3,495269.69,171521.77,123165.06,323747.92,200582.86,149,127,15,18,active,subscription
2023-04,2023-04-01,Analytics,LATAM,SMB,Analytics_LATAM_SMB_3,385602.93,132912.48,107119.91,252690.45,145570.54,260,185,25,70,new,one_time
2023-04,2023-04-01,Analytics,LATAM,Mid-Market,Analytics_LATAM_Mid-Market_3,124149.52,41988.04,25180.36,82161.48,56981.12,452,391,35,98,active,one_time
2023-04,2023-04-01,Analytics,LATAM,Enterprise,Analytics_LATAM_Enterprise_3,150180.64,54786.35,33722.38,95394.29,61671.91,103,84,15,10,active,subscription
2023-04,2023-04-01,Analytics,INDIA,Startup,Analytics_INDIA_Startup_3,325826.08,98551.64,78423.03,227274.44,148851.42,33,26,4,7,active,subscription
2023-04,2023-04-01,Analytics,INDIA,SMB,Analytics_INDIA_SMB_3,206124.65,70311.74,46054.95,135812.91,89757.96,308,243,18,74,active,subscription
2023-04,2023-04-01,Analytics,INDIA,Mid-Market,Analytics_INDIA_Mid-Market_3,582601.96,224775.93,140286.93,357826.03,217539.1,38,28,4,8,active,subscription
2023-04,2023-04-01,Analytics,INDIA,Enterprise,Analytics_INDIA_Enterprise_3,220640.29,74327.65,61111.43,146312.64,85201.21,258,188,34,32,active,subscription
2023-04,2023-04-01,Support,AMER,Startup,Support_AMER_Startup_3,100742.1,36996.01,27091.38,63746.1,36654.72,253,190,33,36,active,one_time
2023-04,2023-04-01,Support,AMER,SMB,Support_AMER_SMB_3,136033.02,53608.93,29694.55,82424.09,52729.54,356,262,36,76,active,subscription
2023-04,2023-04-01,Support,AMER,Mid-Market,Support_AMER_Mid-Market_3,562845.15,171363.16,120621.2,391481.98,270860.78,139,121,7,15,active,subscription
2023-04,2023-04-01,Support,AMER,Enterprise,Support_AMER_Enterprise_3,559141.59,218243.62,151734.6,340897.96,189163.36,326,234,38,65,churned,subscription
2023-04,2023-04-01,Support,EMEA,Startup,Support_EMEA_Startup_3,136836.31,49921.4,29726.13,86914.91,57188.77,22,16,2,2,active,subscription
2023-04,2023-04-01,Support,EMEA,SMB,Support_EMEA_SMB_3,365629.45,119423.04,74271.87,246206.4,171934.53,447,404,66,89,active,subscription
2023-04,2023-04-01,Support,EMEA,Mid-Market,Support_EMEA_Mid-Market_3,127953.01,45383.85,32580.0,82569.16,49989.15,381,306,51,103,active,subscription
2023-04,2023-04-01,Support,EMEA,Enterprise,Support_EMEA_Enterprise_3,196359.84,76084.84,41803.1,120274.99,78471.9,480,348,53,82,churned,subscription
2023-04,2023-04-01,Support,APAC,Startup,Support_APAC_Startup_3,394137.86,127530.5,106955.62,266607.36,159651.73,289,260,25,53,active,subscription
2023-04,2023-04-01,Support,APAC,SMB,Support_APAC_SMB_3,295425.62,92083.67,72475.81,203341.96,130866.15,254,184,25,66,new,subscription
2023-04,2023-04-01,Support,APAC,Mid-Market,Support_APAC_Mid-Market_3,557546.18,197130.99,133487.18,360415.19,226928.01,284,255,23,74,active,subscription
2023-04,2023-04-01,Support,APAC,Enterprise,Support_APAC_Enterprise_3,349480.08,125390.04,102556.34,224090.04,121533.71,447,376,33,115,active,subscription
2023-04,2023-04-01,Support,LATAM,Startup,Support_LATAM_Startup_3,114479.29,37078.07,33763.16,77401.22,43638.06,356,318,23,67,active,subscription
2023-04,2023-04-01,Support,LATAM,SMB,Support_LATAM_SMB_3,519215.45,170840.67,108101.22,348374.78,240273.57,300,243,43,52,active,subscription
2023-04,2023-04-01,Support,LATAM,Mid-Market,Support_LATAM_Mid-Market_3,298829.26,112345.46,65921.38,186483.8,120562.41,101,87,7,19,active,subscription
2023-04,2023-04-01,Support,LATAM,Enterprise,Support_LATAM_Enterprise_3,554934.3,217372.03,143363.18,337562.27,194199.09,246,224,17,67,active,subscription
2023-04,2023-04-01,Support,INDIA,Startup,Support_INDIA_Startup_3,226054.84,88295.02,48073.66,137759.81,89686.15,282,234,20,35,active,subscription
2023-04,2023-04-01,Support,INDIA,SMB,Support_INDIA_SMB_3,444334.0,147587.0,90406.45,296746.99,206340.54,375,287,45,86,new,subscription
2023-04,2023-04-01,Support,INDIA,Mid-Market,Support_INDIA_Mid-Market_3,411397.93,125559.62,86954.96,285838.3,198883.34,364,289,48,99,active,subscription
2023-04,2023-04-01,Support,INDIA,Enterprise,Support_INDIA_Enterprise_3,118857.54,42647.58,31698.9,76209.96,44511.06,174,154,18,20,active,subscription
2023-04,2023-04-01,Training,AMER,Startup,Training_AMER_Startup_3,274000.58,107769.71,72264.98,166230.86,93965.88,99,82,9,29,active,subscription
2023-04,2023-04-01,Training,AMER,SMB,Training_AMER_SMB_3,455774.92,141073.68,92407.02,314701.24,222294.21,211,180,30,45,active,subscription
2023-04,2023-04-01,Training,AMER,Mid-Market,Training_AMER_Mid-Market_3,91411.61,29136.05,18579.14,62275.56,43696.42,30,26,4,6,active,one_time
2023-04,2023-04-01,Training,AMER,Enterprise,Training_AMER_Enterprise_3,66693.38,24876.12,19266.03,41817.26,22551.23,485,398,44,144,active,subscription
2023-04,2023-04-01,Training,EMEA,Startup,Training_EMEA_Startup_3,86115.77,31224.21,17692.57,54891.56,37199.0,52,38,7,5,churned,subscription
2023-04,2023-04-01,Training,EMEA,SMB,Training_EMEA_SMB_3,232585.63,86592.96,58326.71,145992.67,87665.96,489,356,71,51,churned,subscription
2023-04,2023-04-01,Training,EMEA,Mid-Market,Training_EMEA_Mid-Market_3,214492.41,67256.81,46022.11,147235.6,101213.49,238,172,16,71,active,subscription
2023-04,2023-04-01,Training,EMEA,Enterprise,Training_EMEA_Enterprise_3,132561.47,51972.42,27753.5,80589.04,52835.54,372,267,44,67,new,subscription
2023-04,2023-04-01,Training,APAC,Startup,Training_APAC_Startup_3,105863.34,41793.33,23909.84,64070.01,40160.17,219,170,28,51,churned,subscription
2023-04,2023-04-01,Training,APAC,SMB,Training_APAC_SMB_3,186291.38,73243.42,39211.28,113047.96,73836.68,363,268,31,63,active,subscription
2023-04,2023-04-01,Training,APAC,Mid-Market,Training_APAC_Mid-Market_3,429872.04,137145.59,101738.76,292726.45,190987.69,485,345,32,141,active,subscription
2023-04,2023-04-01,Training,APAC,Enterprise,Training_APAC_Enterprise_3,322685.43,112723.08,64664.87,209962.35,145297.48,373,277,32,100,active,subscription
2023-04,2023-04-01,Training,LATAM,Startup,Training_LATAM_Startup_3,513706.0,200035.73,149991.5,313670.27,163678.77,375,283,46,75,active,subscription
2023-04,2023-04-01,Training,LATAM,SMB,Training_LATAM_SMB_3,156874.11,47227.76,32809.06,109646.35,76837.28,290,236,19,48,active,subscription
2023-04,2023-04-01,Training,LATAM,Mid-Market,Training_LATAM_Mid-Market_3,347215.66,125677.58,92480.56,221538.09,129057.53,215,162,13,58,active,one_time
2023-04,2023-04-01,Training,LATAM,Enterprise,Training_LATAM_Enterprise_3,500950.05,175376.43,149354.32,325573.62,176219.3,116,91,16,33,active,subscription
2023-04,2023-04-01,Training,INDIA,Startup,Training_INDIA_Startup_3,296197.37,113607.69,87722.19,182589.68,94867.49,209,159,18,56,active,one_time
2023-04,2023-04-01,Training,INDIA,SMB,Training_INDIA_SMB_3,353928.19,133154.42,96042.21,220773.77,124731.55,298,241,19,35,active,subscription
2023-04,2023-04-01,Training,INDIA,Mid-Market,Training_INDIA_Mid-Market_3,217502.92,81446.08,64477.27,136056.84,71579.58,472,368,64,130,active,subscription
2023-04,2023-04-01,Training,INDIA,Enterprise,Training_INDIA_Enterprise_3,438975.23,145367.19,122163.45,293608.04,171444.59,17,11,1,2,active,subscription
2023-04,2023-04-01,Premium,AMER,Startup,Premium_AMER_Startup_3,65465.13,22015.04,17028.08,43450.08,26422.01,392,309,40,91,active,subscription
2023-04,2023-04-01,Premium,AMER,SMB,Premium_AMER_SMB_3,548686.45,204305.3,141406.74,344381.15,202974.41,350,252,41,84,active,subscription
2023-04,2023-04-01,Premium,AMER,Mid-Market,Premium_AMER_Mid-Market_3,282299.76,97177.05,75336.52,185122.71,109786.2,242,194,23,26,active,subscription
2023-04,2023-04-01,Premium,AMER,Enterprise,Premium_AMER_Enterprise_3,341026.47,119656.16,76496.48,221370.31,144873.82,496,362,45,125,new,subscription
2023-04,2023-04-01,Premium,EMEA,Startup,Premium_EMEA_Startup_3,113638.06,41728.12,29948.49,71909.94,41961.45,352,283,20,54,new,subscription
2023-04,2023-04-01,Premium,EMEA,SMB,Premium_EMEA_SMB_3,431189.88,129674.23,108582.48,301515.66,192933.17,137,100,17,25,active,one_time
2023-04,2023-04-01,Premium,EMEA,Mid-Market,Premium_EMEA_Mid-Market_3,541448.78,179284.24,119609.18,362164.55,242555.36,354,289,26,68,active,subscription
2023-04,2023-04-01,Premium,EMEA,Enterprise,Premium_EMEA_Enterprise_3,245777.25,77770.57,61535.73,168006.68,106470.95,285,264,31,39,active,subscription
2023-04,2023-04-01,Premium,APAC,Startup,Premium_APAC_Startup_3,334552.53,124390.03,86363.19,210162.49,123799.3,238,224,33,52,active,subscription
2023-04,2023-04-01,Premium,APAC,SMB,Premium_APAC_SMB_3,187934.57,65018.12,49398.67,122916.45,73517.77,76,72,5,20,active,subscription
2023-04,2023-04-01,Premium,APAC,Mid-Market,Premium_APAC_Mid-Market_3,440399.08,160030.2,94267.75,280368.89,186101.14,213,163,21,35,active,one_time
2023-04,2023-04-01,Premium,APAC,Enterprise,Premium_APAC_Enterprise_3,417780.07,162200.66,92058.3,255579.42,163521.11,29,27,3,5,active,subscription
2023-04,2023-04-01,Premium,LATAM,Startup,Premium_LATAM_Startup_3,215561.02,80794.55,47601.86,134766.47,87164.61,453,414,40,63,active,subscription
2023-04,2023-04-01,Premium,LATAM,SMB,Premium_LATAM_SMB_3,539232.7,202855.8,135084.02,336376.9,201292.88,131,120,8,21,active,subscription
2023-04,2023-04-01,Premium,LATAM,Mid-Market,Premium_LATAM_Mid-Market_3,441902.34,149683.19,123043.54,292219.14,169175.61,391,331,47,112,churned,subscription
2023-04,2023-04-01,Premium,LATAM,Enterprise,Premium_LATAM_Enterprise_3,465289.88,165742.99,118774.73,299546.89,180772.16,146,137,20,35,active,subscription
2023-04,2023-04-01,Premium,INDIA,Startup,Premium_INDIA_Startup_3,403390.14,129012.49,86486.98,274377.65,187890.68,171,161,16,19,active,one_time
2023-04,2023-04-01,Premium,INDIA,SMB,Premium_INDIA_SMB_3,582009.34,199649.18,135043.55,382360.16,247316.61,55,46,3,13,active,subscription
2023-04,2023-04-01,Premium,INDIA,Mid-Market,Premium_INDIA_Mid-Market_3,574155.0,211926.69,165539.97,362228.31,196688.34,324,248,42,35,active,subscription
2023-04,2023-04-01,Premium,INDIA,Enterprise,Premium_INDIA_Enterprise_3,549012.06,206777.23,145924.66,342234.84,196310.18,403,327,52,84,active,subscription
2023-04,2023-04-01,Custom,AMER,Startup,Custom_AMER_Startup_3,385106.6,136330.79,105889.46,248775.81,142886.35,49,41,4,11,active,subscription
2023-04,2023-04-01,Custom,AMER,SMB,Custom_AMER_SMB_3,316461.31,125018.15,75432.0,191443.16,116011.15,304,225,23,34,active,subscription
2023-04,2023-04-01,Custom,AMER,Mid-Market,Custom_AMER_Mid-Market_3,262536.49,90409.73,75907.54,172126.76,96219.22,320,226,23,81,active,subscription
2023-04,2023-04-01,Custom,AMER,Enterprise,Custom_AMER_Enterprise_3,307595.73,92585.37,64126.52,215010.36,150883.84,456,351,48,71,active,one_time
2023-04,2023-04-01,Custom,EMEA,Startup,Custom_EMEA_Startup_3,166915.68,64664.96,33891.53,102250.73,68359.2,340,281,24,91,active,one_time
2023-04,2023-04-01,Custom,EMEA,SMB,Custom_EMEA_SMB_3,140151.44,45208.15,30998.67,94943.29,63944.62,203,190,23,57,active,subscription
2023-04,2023-04-01,Custom,EMEA,Mid-Market,Custom_EMEA_Mid-Market_3,100399.87,33728.98,28697.99,66670.89,37972.9,306,283,43,31,active,subscription
2023-04,2023-04-01,Custom,EMEA,Enterprise,Custom_EMEA_Enterprise_3,409956.46,159402.23,100846.91,250554.23,149707.32,284,243,41,60,active,subscription
2023-04,2023-04-01,Custom,APAC,Startup,Custom_APAC_Startup_3,572771.45,211717.09,153043.16,361054.36,208011.2,271,199,25,45,active,subscription
2023-04,2023-04-01,Custom,APAC,SMB,Custom_APAC_SMB_3,62829.15,23630.08,17045.64,39199.07,22153.43,484,405,24,75,churned,subscription
2023-04,2023-04-01,Custom,APAC,Mid-Market,Custom_APAC_Mid-Market_3,377675.54,128536.75,101083.81,249138.8,148054.99,269,212,32,57,active,subscription
2023-04,2023-04-01,Custom,APAC,Enterprise,Custom_APAC_Enterprise_3,353642.14,106300.04,73504.87,247342.1,173837.23,237,203,34,62,active,subscription
2023-04,2023-04-01,Custom,LATAM,Startup,Custom_LATAM_Startup_3,544573.31,190766.41,144971.5,353806.89,208835.39,75,66,4,17,active,subscription
2023-04,2023-04-01,Custom,LATAM,SMB,Custom_LATAM_SMB_3,84183.99,26863.63,23491.66,57320.36,33828.7,393,292,46,87,active,subscription
2023-04,2023-04-01,Custom,LATAM,Mid-Market,Custom_LATAM_Mid-Market_3,535895.14,162329.27,148395.14,373565.87,225170.73,436,368,45,95,active,one_time
2023-04,2023-04-01,Custom,LATAM,Enterprise,Custom_LATAM_Enterprise_3,333247.64,103864.89,70950.59,229382.75,158432.16,463,428,59,64,active,subscription
2023-04,2023-04-01,Custom,INDIA,Startup,Custom_INDIA_Startup_3,88358.2,32452.43,22358.37,55905.77,33547.4,370,277,32,74,active,subscription
2023-04,2023-04-01,Custom,INDIA,SMB,Custom_INDIA_SMB_3,271829.88,94734.7,69067.27,177095.19,108027.91,325,306,25,37,active,subscription
2023-04,2023-04-01,Custom,INDIA,Mid-Market,Custom_INDIA_Mid-Market_3,288505.6,110145.33,73549.49,178360.26,104810.77,150,124,17,25,new,subscription
2023-04,2023-04-01,Custom,INDIA,Enterprise,Custom_INDIA_Enterprise_3,103228.19,35611.7,28453.36,67616.49,39163.12,268,227,32,31,active,subscription
2023-04,2023-04-01,Legacy,AMER,Startup,Legacy_AMER_Startup_3,438885.12,139984.84,126936.02,298900.27,171964.25,80,59,7,14,active,subscription
2023-04,2023-04-01,Legacy,AMER,SMB,Legacy_AMER_SMB_3,332137.93,104616.05,68605.72,227521.89,158916.17,142,109,15,26,active,subscription
2023-04,2023-04-01,Legacy,AMER,Mid-Market,Legacy_AMER_Mid-Market_3,527725.41,198255.31,123065.6,329470.09,206404.49,287,229,37,44,active,one_time
2023-04,2023-04-01,Legacy,AMER,Enterprise,Legacy_AMER_Enterprise_3,80241.96,30737.77,20632.88,49504.19,28871.31,217,186,16,45,active,subscription
2023-04,2023-04-01,Legacy,EMEA,Startup,Legacy_EMEA_Startup_3,180859.39,69891.36,41767.1,110968.03,69200.93,174,144,15,27,active,subscription
2023-04,2023-04-01,Legacy,EMEA,SMB,Legacy_EMEA_SMB_3,478052.49,181805.14,115462.17,296247.35,180785.18,51,45,5,12,active,subscription
2023-04,2023-04-01,Legacy,EMEA,Mid-Market,Legacy_EMEA_Mid-Market_3,483258.18,159219.14,124255.97,324039.04,199783.07,240,168,17,43,churned,subscription
2023-04,2023-04-01,Legacy,EMEA,Enterprise,Legacy_EMEA_Enterprise_3,198707.81,64471.55,44258.63,134236.26,89977.63,54,39,3,13,churned,one_time
2023-04,2023-04-01,Legacy,APAC,Startup,Legacy_APAC_Startup_3,276421.39,85395.96,67385.5,191025.43,123639.93,16,13,1,4,churned,subscription
2023-04,2023-04-01,Legacy,APAC,SMB,Legacy_APAC_SMB_3,76834.34,27468.82,21410.53,49365.52,27954.99,337,243,49,88,active,subscription
2023-04,2023-04-01,Legacy,APAC,Mid-Market,Legacy_APAC_Mid-Market_3,548708.5,183520.86,118575.05,365187.64,246612.59,141,123,9,39,active,subscription
2023-04,2023-04-01,Legacy,APAC,Enterprise,Legacy_APAC_Enterprise_3,459826.25,174272.97,121361.73,285553.27,164191.54,496,406,74,116,active,one_time
2023-04,2023-04-01,Legacy,LATAM,Startup,Legacy_LATAM_Startup_3,272632.45,89625.26,69736.09,183007.19,113271.1,50,42,3,14,active,subscription
2023-04,2023-04-01,Legacy,LATAM,SMB,Legacy_LATAM_SMB_3,539101.87,186809.87,111226.87,352292.0,241065.13,234,173,15,36,churned,one_time
2023-04,2023-04-01,Legacy,LATAM,Mid-Market,Legacy_LATAM_Mid-Market_3,570577.74,184427.25,164400.42,386150.49,221750.06,163,125,16,42,active,subscription
2023-04,2023-04-01,Legacy,LATAM,Enterprise,Legacy_LATAM_Enterprise_3,482165.35,152215.61,97157.41,329949.74,232792.33,136,128,7,23,active,subscription
2023-04,2023-04-01,Legacy,INDIA,Startup,Legacy_INDIA_Startup_3,224326.88,83656.88,64488.31,140670.0,76181.69,114,106,15,24,active,subscription
2023-04,2023-04-01,Legacy,INDIA,SMB,Legacy_INDIA_SMB_3,124005.87,38523.06,33337.21,85482.81,52145.6,280,215,40,45,active,subscription
2023-04,2023-04-01,Legacy,INDIA,Mid-Market,Legacy_INDIA_Mid-Market_3,88360.47,27484.91,19610.63,60875.56,41264.94,108,90,13,28,new,one_time
2023-04,2023-04-01,Legacy,INDIA,Enterprise,Legacy_INDIA_Enterprise_3,355076.49,112902.14,74557.67,242174.35,167616.68,488,343,63,95,active,subscription
2023-05,2023-05-01,Basic,AMER,Startup,Basic_AMER_Startup_4,552362.59,213184.51,149678.39,339178.08,189499.69,224,201,32,56,active,subscription
2023-05,2023-05-01,Basic,AMER,SMB,Basic_AMER_SMB_4,90525.75,31843.33,19231.6,58682.42,39450.82,10,8,1,1,active,one_time
2023-05,2023-05-01,Basic,AMER,Mid-Market,Basic_AMER_Mid-Market_4,537336.23,169611.75,127168.02,367724.48,240556.46,388,336,30,84,active,subscription
2023-05,2023-05-01,Basic,AMER,Enterprise,Basic_AMER_Enterprise_4,453248.67,159292.09,105651.9,293956.58,188304.68,168,135,15,36,active,subscription
2023-05,2023-05-01,Basic,EMEA,Startup,Basic_EMEA_Startup_4,551826.13,215676.28,153478.89,336149.85,182670.96,250,181,25,61,new,subscription
2023-05,2023-05-01,Basic,EMEA,SMB,Basic_EMEA_SMB_4,254796.68,82201.27,73198.76,172595.41,99396.65,168,120,17,26,active,subscription
2023-05,2023-05-01,Basic,EMEA,Mid-Market,Basic_EMEA_Mid-Market_4,364769.58,144375.04,91304.47,220394.53,129090.06,470,415,39,77,active,subscription
2023-05,2023-05-01,Basic,EMEA,Enterprise,Basic_EMEA_Enterprise_4,154415.72,53823.62,41756.72,100592.1,58835.38,430,383,30,70,active,one_time
2023-05,2023-05-01,Basic,APAC,Startup,Basic_APAC_Startup_4,551953.71,177004.48,130162.77,374949.22,244786.45,473,388,54,95,active,one_time
2023-05,2023-05-01,Basic,APAC,SMB,Basic_APAC_SMB_4,458882.78,159847.33,96899.34,299035.45,202136.11,113,79,9,20,active,subscription
2023-05,2023-05-01,Basic,APAC,Mid-Market,Basic_APAC_Mid-Market_4,78807.19,28712.37,17830.21,50094.82,32264.61,351,265,45,94,active,subscription
2023-05,2023-05-01,Basic,APAC,Enterprise,Basic_APAC_Enterprise_4,576365.21,184469.41,127685.6,391895.8,264210.2,184,146,23,43,active,subscription
2023-05,2023-05-01,Basic,LATAM,Startup,Basic_LATAM_Startup_4,488677.54,188923.87,106149.0,299753.67,193604.66,445,374,49,48,active,subscription
2023-05,2023-05-01,Basic,LATAM,SMB,Basic_LATAM_SMB_4,428282.12,155815.03,99385.57,272467.09,173081.52,342,283,22,37,active,subscription
2023-05,2023-05-01,Basic,LATAM,Mid-Market,Basic_LATAM_Mid-Market_4,360145.02,121827.31,99298.79,238317.72,139018.92,214,193,29,50,active,subscription
2023-05,2023-05-01,Basic,LATAM,Enterprise,Basic_LATAM_Enterprise_4,462803.95,145158.6,103143.76,317645.35,214501.59,260,245,33,38,new,subscription
2023-05,2023-05-01,Basic,INDIA,Startup,Basic_INDIA_Startup_4,306585.95,119186.57,80977.5,187399.38,106421.88,68,59,8,19,active,subscription
2023-05,2023-05-01,Basic,INDIA,SMB,Basic_INDIA_SMB_4,563583.11,205263.18,129519.87,358319.93,228800.06,288,262,24,66,active,subscription
2023-05,2023-05-01,Basic,INDIA,Mid-Market,Basic_INDIA_Mid-Market_4,377268.22,115469.84,91047.74,261798.37,170750.63,255,197,17,44,active,subscription
2023-05,2023-05-01,Basic,INDIA,Enterprise,Basic_INDIA_Enterprise_4,414633.16,145482.0,112826.77,269151.15,156324.38,290,263,38,46,active,subscription
2023-05,2023-05-01,Pro,AMER,Startup,Pro_AMER_Startup_4,142102.01,43072.09,41876.08,99029.92,57153.84,280,220,33,36,churned,subscription
2023-05,2023-05-01,Pro,AMER,SMB,Pro_AMER_SMB_4,299961.33,111158.44,84614.3,188802.89,104188.59,330,234,22,87,churned,subscription
2023-05,2023-05-01,Pro,AMER,Mid-Market,Pro_AMER_Mid-Market_4,258246.29,91252.73,51655.48,166993.56,115338.07,85,73,6,8,active,subscription
2023-05,2023-05-01,Pro,AMER,Enterprise,Pro_AMER_Enterprise_4,434134.16,131154.44,88408.19,302979.72,214571.54,22,15,1,5,active,one_time
2023-05,2023-05-01,Pro,EMEA,Startup,Pro_EMEA_Startup_4,566699.78,214930.1,147557.46,351769.68,204212.22,118,84,14,26,active,subscription
2023-05,2023-05-01,Pro,EMEA,SMB,Pro_EMEA_SMB_4,486885.08,158695.31,128349.41,328189.77,199840.35,374,303,49,57,active,subscription
2023-05,2023-05-01,Pro,EMEA,Mid-Market,Pro_EMEA_Mid-Market_4,410050.7,155162.03,98199.24,254888.67,156689.43,329,231,47,38,active,subscription
2023-05,2023-05-01,Pro,EMEA,Enterprise,Pro_EMEA_Enterprise_4,479737.11,150421.31,117419.01,329315.8,211896.79,334,277,47,65,active,subscription
2023-05,2023-05-01,Pro,APAC,Startup,Pro_APAC_Startup_4,483637.04,157035.27,140236.0,326601.77,186365.77,195,158,10,30,active,subscription
2023-05,2023-05-01,Pro,APAC,SMB,Pro_APAC_SMB_4,297011.3,99136.94,70929.23,197874.36,126945.13,395,291,26,68,active,subscription
2023-05,2023-05-01,Pro,APAC,Mid-Market,Pro_APAC_Mid-Market_4,98202.01,34406.96,21433.82,63795.05,42361.23,393,365,54,84,active,subscription
2023-05,2023-05-01,Pro,APAC,Enterprise,Pro_APAC_Enterprise_4,274130.99,94851.08,62986.5,179279.91,116293.41,412,290,47,92,active,subscription
2023-05,2023-05-01,Pro,LATAM,Startup,Pro_LATAM_Startup_4,106938.82,41954.49,28758.84,64984.33,36225.49,26,18,2,4,churned,subscription
2023-05,2023-05-01,Pro,LATAM,SMB,Pro_LATAM_SMB_4,204587.69,81175.08,47495.89,123412.61,75916.73,471,442,52,71,active,subscription
2023-05,2023-05-01,Pro,LATAM,Mid-Market,Pro_LATAM_Mid-Market_4,188346.89,73106.58,45502.98,115240.31,69737.33,167,125,10,39,active,subscription
2023-05,2023-05-01,Pro,LATAM,Enterprise,Pro_LATAM_Enterprise_4,223433.57,74333.96,44927.99,149099.61,104171.62,390,328,54,48,active,one_time
2023-05,2023-05-01,Pro,INDIA,Startup,Pro_INDIA_Startup_4,275825.28,96042.22,57108.54,179783.06,122674.52,66,51,9,10,active,subscription
2023-05,2023-05-01,Pro,INDIA,SMB,Pro_INDIA_SMB_4,144648.78,50430.96,39612.63,94217.82,54605.18,322,241,47,79,churned,subscription
2023-05,2023-05-01,Pro,INDIA,Mid-Market,Pro_INDIA_Mid-Market_4,308449.67,110166.74,63121.23,198282.93,135161.7,386,339,48,55,active,subscription
2023-05,2023-05-01,Pro,INDIA,Enterprise,Pro_INDIA_Enterprise_4,466338.84,144749.68,138146.6,321589.16,183442.56,127,114,13,25,active,subscription
2023-05,2023-05-01,Enterprise,AMER,Startup,Enterprise_AMER_Startup_4,211091.74,78886.32,43698.13,132205.42,88507.28,219,187,26,53,active,one_time
2023-05,2023-05-01,Enterprise,AMER,SMB,Enterprise_AMER_SMB_4,301352.12,98313.6,67556.05,203038.52,135482.47,22,19,1,5,active,subscription
2023-05,2023-05-01,Enterprise,AMER,Mid-Market,Enterprise_AMER_Mid-Market_4,567915.05,207436.76,139485.59,360478.28,220992.69,365,301,26,66,churned,subscription
2023-05,2023-05-01,Enterprise,AMER,Enterprise,Enterprise_AMER_Enterprise_4,179537.21,70418.5,46546.25,109118.71,62572.46,98,80,10,20,active,subscription
2023-05,2023-05-01,Enterprise,EMEA,Startup,Enterprise_EMEA_Startup_4,152179.64,58022.03,38680.42,94157.61,55477.19,306,231,29,46,active,subscription
2023-05,2023-05-01,Enterprise,EMEA,SMB,Enterprise_EMEA_SMB_4,521920.49,160894.43,152144.17,361026.06,208881.89,348,259,26,63,active,subscription
2023-05,2023-05-01,Enterprise,EMEA,Mid-Market,Enterprise_EMEA_Mid-Market_4,300327.17,95226.79,68090.47,205100.39,137009.91,305,278,39,36,active,subscription
2023-05,2023-05-01,Enterprise,EMEA,Enterprise,Enterprise_EMEA_Enterprise_4,64806.77,22997.55,19269.61,41809.22,22539.61,22,16,1,6,new,one_time
2023-05,2023-05-01,Enterprise,APAC,Startup,Enterprise_APAC_Startup_4,117038.65,46200.16,28362.65,70838.48,42475.83,217,155,27,34,churned,subscription
2023-05,2023-05-01,Enterprise,APAC,SMB,Enterprise_APAC_SMB_4,134402.35,49673.52,29092.44,84728.83,55636.39,226,182,29,63,active,subscription
2023-05,2023-05-01,Enterprise,APAC,Mid-Market,Enterprise_APAC_Mid-Market_4,209394.62,63803.82,55877.93,145590.8,89712.87,456,380,30,75,active,one_time
